wp_identifier,archive_id,embed_url,sponsors,sponsor_types,subjects,candidates,type,race,cycle,message,air_count,reference_count,market_count,transcript,date_ingested
7812,PolAd_RussFeingold_RonJohnson_7cres,https://archive.org/embed/PolAd_RussFeingold_RonJohnson_7cres,"Let America Work","Super PAC","Terrorism, Jobs, Health Care","Ron Johnson, Russ Feingold",campaign,WIS2,2016,mixed,286,0,1,,"2016/11/02 7:52:30 UTC"
7813,PolAd_HillaryClinton_x5grr,https://archive.org/embed/PolAd_HillaryClinton_x5grr,"Make America Number One","Super PAC","Candidate Biography, Foreign Policy","Hillary Clinton",campaign,PRES,2016,con,0,0,0,,"2016/11/02 7:51:39 UTC"
7819,PolAd_PatMccrory_x16jx,https://archive.org/embed/PolAd_PatMccrory_x16jx,"North Carolina Democratic Party",Unknown,"Gays and Lesbians, Workers, Jobs, Sports, Education, Income, Civil Rights","Pat McCrory",campaign,,,con,38,0,1,,"2016/11/02 7:50:49 UTC"
7814,PolAd_RussFeingold_HillaryClinton_8rqh3,https://archive.org/embed/PolAd_RussFeingold_HillaryClinton_8rqh3,"Reform America Fund","Super PAC","Health Care, Families, Voting Record","Hillary Clinton, Russ Feingold",campaign,WIS2,2016,con,331,0,1,,"2016/11/02 7:48:14 UTC"
7821,PolAd_Marijuana_Children_Education_sq0e1,https://archive.org/embed/PolAd_Marijuana_Children_Education_sq0e1,"Arizonans for Responsible Drug Policy",Unknown,"Marijuana, Children, Education, Health Care",,campaign,,,unknown,461,0,1,,"2016/11/02 7:44:21 UTC"
7961,PolAd_MarcoRubio_nwdi9,https://archive.org/embed/PolAd_MarcoRubio_nwdi9,"Marco Rubio For Senate 2016","Candidate Committee","Families, Candidate Biography","Marco Rubio",campaign,FLS2,2016,pro,0,0,0,,"2016/11/02 7:36:03 UTC"
7962,PolAd_DonaldTrump_wq3t2,https://archive.org/embed/PolAd_DonaldTrump_wq3t2,"Priorities USA Action","Super PAC","Election, Poverty, Jobs, Education, Candidate Biography","Donald Trump",campaign,PRES,2016,con,35,0,5,,"2016/11/02 7:34:33 UTC"
7963,PolAd_Education_Jobs_Election_37ec0,https://archive.org/embed/PolAd_Education_Jobs_Election_37ec0,"Republican National Cmte",PAC,"Education, Jobs, Election",,campaign,,,unknown,21,0,1,,"2016/11/02 7:33:11 UTC"
7964,PolAd_JoeHeck_8vg4p,https://archive.org/embed/PolAd_JoeHeck_8vg4p,"Senate Majority PAC","Super PAC","Women, Health Care, Abortion, Voting Record, Housing, Financial Regulation, Campaign Finance, Corporations","Joe Heck",campaign,NVS2,2016,con,217,0,1,,"2016/11/02 7:32:14 UTC"
7965,PolAd_JoeHeck_r9be1,https://archive.org/embed/PolAd_JoeHeck_r9be1,"Senate Majority PAC","Super PAC",Election,"Joe Heck",campaign,NVS2,2016,con,0,0,0,,"2016/11/02 7:31:18 UTC"
7966,PolAd_Guns_Police_Families_7lmas,https://archive.org/embed/PolAd_Guns_Police_Families_7lmas,"Nevadans for Background Checks",PAC,"Guns, Police, Families",,campaign,,,unknown,0,0,0,,"2016/11/02 7:30:18 UTC"
7967,PolAd_Guns_Crime_bk17y,https://archive.org/embed/PolAd_Guns_Crime_bk17y,"Nevadans for Background Checks",PAC,"Guns, Crime",,campaign,,,unknown,587,0,1,,"2016/11/02 6:41:09 UTC"
7823,PolAd_Marijuana_Families_Children_nnc1h,https://archive.org/embed/PolAd_Marijuana_Families_Children_nnc1h,"Yes on 64",Unknown,"Marijuana, Families, Children, Taxes, Education",,campaign,,,unknown,104,0,1,,"2016/11/02 6:40:12 UTC"
7922,PolAd_HillaryClinton_bxi2k,https://archive.org/embed/PolAd_HillaryClinton_bxi2k,"Make America Number One","Super PAC","Candidate Biography, Foreign Policy","Hillary Clinton",campaign,PRES,2016,con,0,0,0,,"2016/11/02 6:37:39 UTC"
7923,PolAd_HillaryClinton_pj8wu,https://archive.org/embed/PolAd_HillaryClinton_pj8wu,"Make America Number One","Super PAC","Candidate Biography, Foreign Policy","Hillary Clinton",campaign,PRES,2016,con,0,0,0,,"2016/11/02 6:35:36 UTC"
7925,PolAd_JoeHeck_DonaldTrump_sw4qv,https://archive.org/embed/PolAd_JoeHeck_DonaldTrump_sw4qv,"League of Conservation Voters",Multiple,"Climate Change, Energy, Taxes, Environment","Donald Trump, Joe Heck",campaign,NVS2,2016,con,0,0,0,,"2016/11/02 6:32:57 UTC"
7926,PolAd_CatherineCortezMasto_JoeHeck_2dyje,https://archive.org/embed/PolAd_CatherineCortezMasto_JoeHeck_2dyje,"League of Conservation Voters",Multiple,"Energy, Jobs","Catherine Cortez Masto, Joe Heck",campaign,NVS2,2016,mixed,0,0,0,,"2016/11/02 6:31:44 UTC"
7927,PolAd_Marijuana_Education_Taxes_3h438,https://archive.org/embed/PolAd_Marijuana_Education_Taxes_3h438,"The Campaign To Regulate Marijuana Like Alcohol",Unknown,"Marijuana, Education, Taxes, State Budget",,campaign,,,unknown,0,0,0,,"2016/11/02 6:29:58 UTC"
7930,PolAd_DonaldTrump_HillaryClinton_7g78b,https://archive.org/embed/PolAd_DonaldTrump_HillaryClinton_7g78b,"Hillary for America",Multiple,"Candidate Biography, Women","Donald Trump, Hillary Clinton",campaign,PRES,2016,mixed,0,0,0,,"2016/11/02 6:27:07 UTC"
7931,PolAd_DonaldTrump_HillaryClinton_1o8ad,https://archive.org/embed/PolAd_DonaldTrump_HillaryClinton_1o8ad,"Hillary for America",Multiple,"Candidate Biography, Women, Children","Donald Trump, Hillary Clinton",campaign,PRES,2016,mixed,0,0,0,,"2016/11/02 6:24:16 UTC"
7932,PolAd_EvanBayh_ij8rg,https://archive.org/embed/PolAd_EvanBayh_ij8rg,"National Republican Senatorial Cmte",PAC,"Lobbying, Ethics, Taxes, Financial Regulation","Evan Bayh",campaign,INS2,2016,con,0,0,0,,"2016/11/02 6:23:27 UTC"
7933,PolAd_HillaryClinton_DonaldTrump_5yuou,https://archive.org/embed/PolAd_HillaryClinton_DonaldTrump_5yuou,"Donald J Trump For President","Candidate Committee","Candidate Biography, Economy, Jobs, Crime, Foreign Policy, Military","Donald Trump, Hillary Clinton",campaign,PRES,2016,mixed,2507,0,12,,"2016/11/02 6:21:59 UTC"
7937,PolAd_HillaryClinton_lpi27,https://archive.org/embed/PolAd_HillaryClinton_lpi27,"Hillary for America",Multiple,"Election, Civil Rights","Hillary Clinton",campaign,PRES,2016,pro,8,0,1,,"2016/11/02 6:20:56 UTC"
7938,PolAd_HillaryClinton_st4s4,https://archive.org/embed/PolAd_HillaryClinton_st4s4,"Hillary for America",Multiple,"Election, Civil Rights","Hillary Clinton",campaign,PRES,2016,pro,1,0,1,,"2016/11/02 6:19:03 UTC"
7939,PolAd_RussFeingold_7yf3d,https://archive.org/embed/PolAd_RussFeingold_7yf3d,"Senate Leadership Fund","Super PAC","Veterans, Health Care, Voting Record","Russ Feingold",campaign,WIS2,2016,con,0,0,0,,"2016/11/02 6:17:46 UTC"
7940,PolAd_RonJohnson_xn96m,https://archive.org/embed/PolAd_RonJohnson_xn96m,"End Citizens United",PAC,"Taxes, Energy","Ron Johnson",campaign,WIS2,2016,con,251,0,1,,"2016/11/02 6:16:54 UTC"
7941,PolAd_RussFeingold_cpc2f,https://archive.org/embed/PolAd_RussFeingold_cpc2f,"Ron Johnson for Senate",Multiple,"Campaign Finance, Health Care, Voting Record","Russ Feingold",campaign,WIS2,2016,con,92,0,1,,"2016/11/02 6:14:48 UTC"
7942,PolAd_DeborahRoss_RichardBurr_kfo7k,https://archive.org/embed/PolAd_DeborahRoss_RichardBurr_kfo7k,"Richard Burr Cmte","Candidate Committee","Health Care, Families","Deborah Ross, Richard Burr",campaign,NCS2,2016,mixed,85,0,1,,"2016/11/02 6:14:09 UTC"
7924,PolAd_HillaryClinton_wr1yq,https://archive.org/embed/PolAd_HillaryClinton_wr1yq,"Make America Number One","Super PAC","Candidate Biography, Foreign Policy","Hillary Clinton",campaign,PRES,2016,con,0,0,0,,"2016/11/02 4:12:33 UTC"
7790,PolAd_PatToomey_6gova,https://archive.org/embed/PolAd_PatToomey_6gova,"Democratic Senatorial Campaign Cmte",PAC,"Campaign Finance, Financial Regulation, Voting Record, Campaign Finance","Pat Toomey",campaign,PAS1,2016,con,0,0,0,,"2016/11/01 10:34:15 UTC"
7789,PolAd_RichardBurr_8lqx1,https://archive.org/embed/PolAd_RichardBurr_8lqx1,"Democratic Senatorial Campaign Cmte",PAC,"Candidate Biography, Voting Record","Richard Burr",campaign,NCS2,2016,con,167,0,1,,"2016/11/01 10:33:03 UTC"
7788,PolAd_RoyCooper_vkz4f,https://archive.org/embed/PolAd_RoyCooper_vkz4f,"Cooper for North Carolina","Candidate Committee","Bipartisanship, Economy, Education, Gays and Lesbians, Civil Rights, Workers","Roy Cooper",campaign,,,pro,101,0,1,,"2016/11/01 10:26:18 UTC"
7787,PolAd_DeborahRoss_RichardBurr_h1pgw,https://archive.org/embed/PolAd_DeborahRoss_RichardBurr_h1pgw,"Deborah Ross For Senate, Deborah Ross for Senate","Candidate Committee","Veterans, Candidate Biography, Military","Deborah Ross, Richard Burr",campaign,NCS2,2016,mixed,57,0,1,,"2016/11/01 10:25:26 UTC"
7786,PolAd_RussFeingold_jbry8,https://archive.org/embed/PolAd_RussFeingold_jbry8,"US Chamber of Commerce","Trade Association","Health Care, Voting Record","Russ Feingold",campaign,WIS2,2016,con,346,0,1,,"2016/11/01 10:24:27 UTC"
7824,PolAd_Marijuana_a282k,https://archive.org/embed/PolAd_Marijuana_a282k,"Yes on 64",Unknown,Marijuana,,campaign,,,pro,0,0,0,,"2016/11/01 10:22:55 UTC"
7825,PolAd_Marijuana_Taxes_StateFinances_dcct8,https://archive.org/embed/PolAd_Marijuana_Taxes_StateFinances_dcct8,"Yes on 64",Unknown,"Marijuana, Taxes, State Finances, Families",,campaign,,,pro,0,0,0,,"2016/11/01 10:22:12 UTC"
7828,PolAd_DonaldTrump_p3snl,https://archive.org/embed/PolAd_DonaldTrump_p3snl,"Hillary for America",Multiple,"Women, Candidate Biography, Children","Donald Trump",campaign,PRES,2016,con,1883,0,12,,"2016/11/01 10:20:20 UTC"
7832,PolAd_RonJohnson_9k1a8,https://archive.org/embed/PolAd_RonJohnson_9k1a8,"Ron Johnson for Senate",Multiple,"Candidate Biography, Jobs, Government Efficiency, Guns","Ron Johnson",campaign,WIS2,2016,pro,0,0,0,,"2016/11/01 10:16:27 UTC"
7833,PolAd_RonJohnson_RussFeingold_xu1w7,https://archive.org/embed/PolAd_RonJohnson_RussFeingold_xu1w7,"Ron Johnson for Senate",Multiple,"Drugs, Children, Families","Ron Johnson, Russ Feingold",campaign,WIS2,2016,mixed,0,0,0,,"2016/11/01 10:11:21 UTC"
7834,PolAd_JoeHeck_p8yal,https://archive.org/embed/PolAd_JoeHeck_p8yal,"Friends of Joe Heck, Friends Of Joe Heck","Candidate Committee","Veterans, China, Iran, Terrorism, Nuclear, Foreign Policy","Joe Heck",campaign,NVS2,2016,pro,200,0,1,,"2016/11/01 10:00:26 UTC"
7835,PolAd_KatieMcginty_5s8k3,https://archive.org/embed/PolAd_KatieMcginty_5s8k3,"Senate Leadership Fund","Super PAC","Jobs, Candidate Biography, Taxes","Katie McGinty",campaign,PAS1,2016,con,351,0,1,,"2016/11/01 9:58:59 UTC"
7836,PolAd_EvanBayh_ypae2,https://archive.org/embed/PolAd_EvanBayh_ypae2,"Senate Leadership Fund","Super PAC","Health Care, Voting Record, Medicare","Evan Bayh",campaign,INS2,2016,con,0,0,0,,"2016/11/01 9:57:58 UTC"
7840,PolAd_RoyCooper_pemm1,https://archive.org/embed/PolAd_RoyCooper_pemm1,"Freedom Partners Action Fund","Super PAC","Economy, Jobs, Health Care, Taxes, Voting Record, Income, Gas Prices, State Budget","Roy Cooper",campaign,,,con,0,0,0,,"2016/11/01 9:56:38 UTC"
7841,PolAd_MaggieHassan_b2qqh,https://archive.org/embed/PolAd_MaggieHassan_b2qqh,"Maggie for NH","Candidate Committee","Candidate Biography, Corporations, Workers, Education, Families, Drugs, Women, Abortion","Maggie Hassan",campaign,NHS1,2016,pro,219,0,1,,"2016/11/01 9:55:18 UTC"
7902,PolAd_JoeHeck_CatherineCortezMasto_tqkf7,https://archive.org/embed/PolAd_JoeHeck_CatherineCortezMasto_tqkf7,"League of Conservation Voters",Multiple,"Taxes, Energy, Voting Record, Campaign Finance, Jobs, Families","Catherine Cortez Masto, Joe Heck",campaign,NVS2,2016,mixed,416,0,1,,"2016/11/01 9:51:33 UTC"
7842,PolAd_ChuckGrassley_93jp7,https://archive.org/embed/PolAd_ChuckGrassley_93jp7,"Grassley Cmte","Candidate Committee","Energy, Agriculture","Chuck Grassley",campaign,IAS1,2016,pro,76,0,1,,"2016/11/01 9:40:06 UTC"
7844,PolAd_TammyDuckworth_es5ll,https://archive.org/embed/PolAd_TammyDuckworth_es5ll,"Tammy for Illinois","Candidate Committee","Veterans, Education, Small Business, Families","Tammy Duckworth",campaign,ILS2,2016,pro,0,0,0,,"2016/11/01 9:37:26 UTC"
7845,PolAd_ToddYoung_EvanBayh_384t3,https://archive.org/embed/PolAd_ToddYoung_EvanBayh_384t3,"Friends of Todd Young","Candidate Committee","Lobbying, Veterans, Candidate Biography","Evan Bayh, Todd Young",campaign,INS2,2016,mixed,0,0,0,,"2016/11/01 9:36:28 UTC"
7846,PolAd_HillaryClinton_49kdu,https://archive.org/embed/PolAd_HillaryClinton_49kdu,"Great America PAC","Hybrid Super PAC","Candidate Biography","Hillary Clinton",campaign,PRES,2016,con,99,0,3,,"2016/11/01 9:35:34 UTC"
7847,PolAd_DonaldTrump_5iw9p,https://archive.org/embed/PolAd_DonaldTrump_5iw9p,"Priorities USA Action","Super PAC","Immigration, Election","Donald Trump",campaign,PRES,2016,con,0,0,0,,"2016/11/01 9:26:07 UTC"
7871,PolAd_DonaldTrump_nq2sv,https://archive.org/embed/PolAd_DonaldTrump_nq2sv,"Republicans for Clinton","Super PAC",Elections,"Donald Trump",campaign,PRES,2016,con,0,0,0,,"2016/11/01 9:17:37 UTC"
7870,PolAd_PatrickMurphy_99158,https://archive.org/embed/PolAd_PatrickMurphy_99158,"Florida First Project","Super PAC","Taxes, Income, Social Security, Energy","Patrick Murphy",campaign,FLS2,2016,con,232,0,1,,"2016/11/01 8:44:18 UTC"
7848,PolAd_CatherineCortezMasto_3cid0,https://archive.org/embed/PolAd_CatherineCortezMasto_3cid0,"Senate Leadership Fund","Super PAC","Women, Crime, Criminal Justice, Candidate Biography, Voting Record","Catherine Cortez Masto",campaign,NVS2,2016,con,488,0,1,,"2016/11/01 8:36:28 UTC"
7849,PolAd_KellyAyotte_5vid2,https://archive.org/embed/PolAd_KellyAyotte_5vid2,"Democratic Senatorial Campaign Cmte",PAC,"Drugs, Education, Financial Regulation, Corporations, Health Care","Kelly Ayotte",campaign,NHS1,2016,con,529,0,1,,"2016/11/01 8:34:26 UTC"
7850,PolAd_JoeHeck_9qc9s,https://archive.org/embed/PolAd_JoeHeck_9qc9s,"Democratic Senatorial Campaign Cmte",PAC,"Abortion, Women, Health Care, Voting Record, Campaign Finance, Financial Regulation, Social Security","Joe Heck",campaign,NVS2,2016,con,291,0,1,,"2016/11/01 8:28:51 UTC"
7851,PolAd_HillaryClinton_KatieMcginty_TedStrickland_xj32z,https://archive.org/embed/PolAd_HillaryClinton_KatieMcginty_TedStrickland_xj32z,"National Republican Senatorial Cmte",PAC,"Candidate Biography, Campaign Finance, Legal Issues","Catherine Cortez Masto, Hillary Clinton, Katie McGinty, Patrick Murphy, Ted Strickland",campaign,PRES,2016,con,2,0,1,,"2016/11/01 8:26:41 UTC"
7853,PolAd_RonJohnson_nhlv0,https://archive.org/embed/PolAd_RonJohnson_nhlv0,"Senate Majority PAC","Super PAC","Economy, Corporations, Taxes, Jobs, Social Security, Income, Financial Regulation","Ron Johnson",campaign,WIS2,2016,con,361,0,1,,"2016/11/01 8:25:01 UTC"
7854,PolAd_HillaryClinton_n9gfb,https://archive.org/embed/PolAd_HillaryClinton_n9gfb,"Women Vote!","Super PAC","Candidate Biography","Hillary Clinton",campaign,PRES,2016,pro,0,0,0,,"2016/11/01 8:13:31 UTC"
7831,PolAd_RussFeingold_HillaryClinton_0aliu,https://archive.org/embed/PolAd_RussFeingold_HillaryClinton_0aliu,"Americans for Prosperity","Non Profit","Voting Record, Health Care","Hillary Clinton, Russ Feingold",campaign,WIS2,2016,con,416,0,1,,"2016/11/01 8:10:37 UTC"
7829,PolAd_PatMccrory_x5hat,https://archive.org/embed/PolAd_PatMccrory_x5hat,"The Pat McCrory Committee","Candidate Committee","Education, Economy, Candidate Biography","Pat McCrory",campaign,,,pro,22,0,1,,"2016/11/01 4:47:48 UTC"
7779,PolAd_HillaryClinton_02k6v,https://archive.org/embed/PolAd_HillaryClinton_02k6v,"Make America Number One","Super PAC","Candidate Biography","Hillary Clinton",campaign,PRES,2016,con,0,0,0,,"2016/10/31 3:24:41 UTC"
7778,PolAd_HillaryClinton_uf9vb,https://archive.org/embed/PolAd_HillaryClinton_uf9vb,"Rebuilding America Now","Super PAC","Candidate Biography","Hillary Clinton",campaign,PRES,2016,con,216,0,3,,"2016/10/31 3:23:35 UTC"
7777,PolAd_HillaryClinton_2hb8o,https://archive.org/embed/PolAd_HillaryClinton_2hb8o,"Rebuilding America Now","Super PAC","Terrorism, Candidate Biography, Foreign Policy","Hillary Clinton",campaign,PRES,2016,con,173,0,1,,"2016/10/31 3:21:35 UTC"
7756,PolAd_KatieMcginty_qgf3o,https://archive.org/embed/PolAd_KatieMcginty_qgf3o,"US Chamber of Commerce","Trade Association","Energy, Taxes, Health Care, Campaign Finance","Katie McGinty",campaign,PAS1,2016,con,0,0,0,,"2016/10/29 7:22:28 UTC"
7760,PolAd_JoeHeck_DonaldTrump_8851c,https://archive.org/embed/PolAd_JoeHeck_DonaldTrump_8851c,"Senate Majority PAC","Super PAC","Women, Health Care, Abortion, Voting Record","Donald Trump, Joe Heck",campaign,NVS2,2016,con,0,0,0,,"2016/10/29 7:21:41 UTC"
7759,PolAd_MarcoRubio_5qsld,https://archive.org/embed/PolAd_MarcoRubio_5qsld,"Marco Rubio For Senate 2016","Candidate Committee","Women, Children, Crime, Voting Record","Marco Rubio",campaign,FLS2,2016,pro,369,0,1,,"2016/10/29 7:20:44 UTC"
7758,PolAd_RussFeingold_d9mb3,https://archive.org/embed/PolAd_RussFeingold_d9mb3,"Ron Johnson for Senate",Multiple,"Campaign Finance","Russ Feingold",campaign,WIS2,2016,con,136,0,1,,"2016/10/29 7:19:43 UTC"
7757,PolAd_HillaryClinton_lp1le,https://archive.org/embed/PolAd_HillaryClinton_lp1le,"Democratic National Cmte",PAC,"Women, Diversity, Income, Criminal Justice, Civil Rights, Religion","Hillary Clinton",campaign,PRES,2016,pro,96,0,1,,"2016/10/29 7:19:01 UTC"
7761,PolAd_Marijuana_Taxes_Education_evd9d,https://archive.org/embed/PolAd_Marijuana_Taxes_Education_evd9d,"Yes on 4",Unknown,"Marijuana, Taxes, Education, Police, Drugs, Crime, Regulation",,campaign,,,unknown,199,0,1,,"2016/10/29 7:18:07 UTC"
7762,PolAd_Marijuana_Crime_Jobs_26xv5,https://archive.org/embed/PolAd_Marijuana_Crime_Jobs_26xv5,"The Campaign To Regulate Marijuana Like Alcohol",Unknown,"Marijuana, Crime, Jobs, Taxes",,campaign,,,unknown,0,0,0,,"2016/10/29 7:17:22 UTC"
7763,PolAd_Marijuana_Jobs_Taxes_ttk3p,https://archive.org/embed/PolAd_Marijuana_Jobs_Taxes_ttk3p,"Yes on 64",Unknown,"Marijuana, Jobs, Taxes, Education, Criminal Justice, Crime",,campaign,,,unknown,0,0,0,,"2016/10/29 7:16:30 UTC"
7764,PolAd_Marijuana_Police_Children_1lv4y,https://archive.org/embed/PolAd_Marijuana_Police_Children_1lv4y,"Protecting Nevada's Children",Unknown,"Marijuana, Police, Children, Families, Crime",,campaign,,,unknown,0,0,0,,"2016/10/29 7:15:21 UTC"
7765,PolAd_Marijuana_Children_hatb1,https://archive.org/embed/PolAd_Marijuana_Children_hatb1,"Protecting Nevada's Children",Unknown,"Marijuana, Children",,campaign,,,unknown,0,0,0,,"2016/10/29 7:14:39 UTC"
7754,PolAd_HillaryClinton_GaryJohnson_JillStein_q366a,https://archive.org/embed/PolAd_HillaryClinton_GaryJohnson_JillStein_q366a,"Republicans for Clinton","Super PAC",Elections,"Donald Trump, Gary Johnson, Gary Johnson, Hillary Clinton, Jill Stein",campaign,PRES,2016,mixed,0,0,0,,"2016/10/28 3:01:35 UTC"
7732,PolAd_DonaldTrump_4xz6s,https://archive.org/embed/PolAd_DonaldTrump_4xz6s,"Priorities USA Action","Super PAC","Abortion, Foreign Policy, Women, Disability, Veterans, Civil Rights, Legal Issues, Immigration","Donald Trump",campaign,PRES,2016,con,1357,0,7,,"2016/10/27 9:51:19 UTC"
7731,PolAd_LorettaSanchez_5xq5l,https://archive.org/embed/PolAd_LorettaSanchez_5xq5l,"Loretta Sanchez For Senate","Candidate Committee","Candidate Biography, Small Business, Homeland Security, Bipartisanship, Iraq, Voting Record, Financial Regulation","Loretta Sanchez",campaign,CAS1,2016,pro,0,0,0,,"2016/10/27 9:48:19 UTC"
7746,PolAd_HillaryClinton_vsy4p,https://archive.org/embed/PolAd_HillaryClinton_vsy4p,"Make America Number One","Super PAC","Candidate Biography, Foreign Policy","Hillary Clinton",campaign,PRES,2016,con,0,0,0,,"2016/10/27 9:46:55 UTC"
7745,PolAd_HillaryClinton_DonaldTrump_p8ytj,https://archive.org/embed/PolAd_HillaryClinton_DonaldTrump_p8ytj,"Make America Number One","Super PAC","Foreign Policy, Candidate Biography, Nuclear","Donald Trump, Hillary Clinton",campaign,PRES,2016,mixed,0,0,0,,"2016/10/27 9:45:55 UTC"
7744,PolAd_MiaLove_1f802,https://archive.org/embed/PolAd_MiaLove_1f802,"House Majority PAC","Super PAC","Candidate Biography, Education","Mia Love",campaign,UT04,2016,con,0,0,0,,"2016/10/27 9:44:52 UTC"
7747,PolAd_Marijuana_Police_Crime_w1ua0,https://archive.org/embed/PolAd_Marijuana_Police_Crime_w1ua0,"Coalition to Regulate Marijuana Like Alcohol",Unknown,"Marijuana, Police, Crime, Children, Families",,campaign,,,pro,107,0,1,,"2016/10/27 9:42:20 UTC"
